Teglværks Allé (Østerbro / Aalborg),851902400,57045662,9942042
Vejgaard Torv (Nørre Tranders Vej / Aalborg),851338400,57041877,9951786
Østerport (Østerbro / Aalborg),851212900,57045338,9945791
Langgade (Nørre Tranders Vej / Aalborg),851971400,57039522,9956982
Lundbyesgade (Øster Sundby Vej / Aalborg),851003200,57045104,9951139
Martinus Rørbyes Vej (Øster Sundby Vej / Aalborg),851972400,57044682,9960020
Skovgårdsvej (Øster Sundby Vej / Aalborg),851973400,57044187,9964425
Tove Ditlevsens Vej  (Aalborg),851972000,57040268,9971688
Årestrupvej (H.C. Andersens Vej / Aalborg),851070000,57043387,9967778
H.C. Andersens Vej (Aalborg),851002900,57042390,9971464
Lauritzens Plads (Gasværksvej / Aalborg),851225500,57047945,9946357
Tech College (Øster Uttrupvej / Aalborg),851400600,57047190,9966906
Øster Uttrup (Ved Dammen/Aalborg),851022700,57046363,10012149
Havebyen gade 4 (Overvejen / Aalborg),851985800,57047513,10025246
Havebyen gade 2  (Overvejen / Aalb.),851986000,57047603,10030622
Skydebanevej v/ Væddeløbsbanen,851007300,57054705,9882363
Friluftsbadet (Skydebanevej / Aalborg),851948500,57055217,9887415
Vesterled (Annebergvej / Aalborg),851013800,57051289,9894183
Vesterkæret Skole (Vester Fjordvej / Aalborg),851025000,57054795,9892170
Steen Billes Gade (Kastetvej / Aalborg),851102200,57055685,9893464
Anneberghus (Annebergvej / Aalborg),851014200,57050282,9900062
Haraldslund (Kastetvej / Aalborg),851203300,57054930,9897438
Annebergcentret (Annebergvej / Aalborg),851313800,57049779,9905006
Schleppegrellsgade (Kastetvej / Aalborg),851946600,57054103,9901483
Sct. Joseph (Kastetvej / Aalborg),851121900,57053222,9905896
Badehusvej (Kastetvej / Aalborg),851905600,57052116,9911712
Vesterbro (Aalborg),851100900,57050300,9916459
Jomfru Ane Gade (Borgergade/ Aalborg),851002400,57051028,9918230
Nytorv v/ Salling (Aalborg),851000200,57048619,9922356
Nytorv (Østeraagade / Aalborg),851801200,57049545,9922167
Østerbrogade (Nørresundby),851001200,57057581,9924423
Vesterbrogade (Nørresundby),851001400,57057824,9921556
Flydedokken (Gasværksvej / Aalborg),851022500,57049761,9950006
Kantinekrogen (Gasværksvej / Aalborg),851902800,57052404,9957333
